,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,region_id,region_name,latitude,longitude,province_id,province_name,month
1,2020-01-01,24.4,34.3,29.3,82,15.2,5.6,4.0,280.0,1.0,C ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,01
3,2020-01-01,24.2,31.0,27.1,81,0.0,2.8,2.0,70.0,1.0,E ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,01
4,2020-01-01,24.3,32.6,27.8,73,0.0,0.4,5.0,260.0,2.0,W ,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,01
5,2020-01-01,24.2,30.4,26.0,90,4.2,6.0,5.0,10.0,2.0,S ,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,01
6,2020-01-01,23.3,31.8,26.4,88,4.9,1.7,3.0,250.0,0.0,C ,97692,460,Kab. Jayapura,-2.59231,140.16792,32,Papua,01
14,2020-01-01,26.6,32.0,28.8,81,0.0,2.4,3.0,340.0,1.0,C ,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,01
19,2020-01-01,23.2,32.2,27.6,78,0.0,8.0,4.0,210.0,2.0,SW,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,01
20,2020-01-01,24.6,29.0,27.0,92,0.6,4.3,3.0,60.0,1.0,C ,97560,463,Kab. Biak Numfor,-1.19069,136.10361,32,Papua,01
25,2020-01-01,24.0,29.6,26.3,88,23.5,3.4,6.0,280.0,2.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,01
26,2020-01-01,16.8,25.1,22.3,93,23.0,1.0,2.0,80.0,0.0,C ,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,01
27,2020-01-01,20.4,28.2,23.7,87,43.3,4.4,3.0,170.0,1.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,01
28,2020-01-01,22.9,30.5,25.2,90,41.7,4.5,3.0,270.0,2.0,W ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,01
29,2020-01-01,24.4,31.8,27.1,86,14.0,3.5,6.0,310.0,2.0,NW,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,01
30,2020-01-01,23.4,31.2,25.0,90,29.5,4.8,7.0,290.0,2.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,01
31,2020-01-01,24.6,31.8,27.2,84,8.5,3.6,5.0,320.0,3.0,NW,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,01
32,2020-01-01,24.4,28.6,26.7,88,147.9,0.5,4.0,300.0,2.0,NW,96749,266,Kota Tangerang,-6.12,106.65,16,Banten,01
33,2020-01-01,25.0,28.8,26.8,90,145.3,4.5,3.0,290.0,1.0,C ,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,01
34,2020-01-01,24.2,31.4,27.0,88,9.6,3.6,6.0,280.0,4.0,W ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,01
35,2020-01-01,24.4,30.0,26.5,88,189.1,0.5,7.0,330.0,2.0,C ,96797,211,Kab. Tegal,-6.86817,109.12103,13,Jawa Tengah,01
36,2020-01-01,25.0,31.2,25.4,91,19.9,3.2,10.0,220.0,2.0,NW,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,01
37,2020-01-01,24.4,30.8,26.6,88,50.5,4.7,4.0,290.0,1.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,01
38,2020-01-01,25.0,28.4,26.6,90,17.5,4.2,6.0,260.0,2.0,W ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,01
39,2020-01-01,25.0,30.6,27.5,84,1.5,5.2,6.0,280.0,3.0,W ,96935,238,Kab. Sidoarjo,-7.3846,112.7833,15,Jawa Timur,01
40,2020-01-01,21.2,25.2,22.3,88,13.4,3.9,4.0,250.0,2.0,W ,96783,177,Kota Bandung,-6.88356,107.59733,12,Jawa Barat,01
41,2020-01-01,22.5,26.5,24.6,95,44.4,3.2,4.0,90.0,1.0,C ,96753,175,Kota Bogor,-6.5,106.75,12,Jawa Barat,01
42,2020-01-01,19.3,24.3,19.3,98,60.0,0.0,4.0,310.0,1.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,01
43,2020-01-01,23.2,30.6,28.4,82,80.3,0.4,6.0,290.0,2.0,W ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,01
44,2020-01-01,24.1,31.2,25.7,91,2.4,4.8,2.0,20.0,1.0,S ,96855,222,Kab. Sleman,-7.82,110.3,14,DI Yogyakarta,01
45,2020-01-01,24.5,34.2,28.3,85,27.9,4.0,5.0,230.0,1.0,C ,96163,61,Kab. Padang Pariaman,-0.79355,100.28917,3,Sumatera Barat,01
47,2020-01-01,24.5,34.5,27.7,84,0.0,3.4,4.0,200.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,01
49,2020-01-01,24.2,32.6,27.3,82,0.0,4.3,6.0,350.0,2.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,01
50,2020-01-01,23.2,33.2,26.7,75,0.0,7.8,10.0,80.0,4.0,SE,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,01
51,2020-01-01,24.8,31.0,27.1,84,0.0,9.5,9.0,140.0,7.0,SE,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,01
52,2020-01-01,23.2,31.5,27.3,74,0.0,4.7,6.0,70.0,3.0,E ,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,01
53,2020-01-01,24.7,31.4,27.2,88,0.0,8.9,7.0,10.0,3.0,SW,96035,30,Kab. Deli Serdang,3.64573,98.88488,2,Sumatera Utara,01
54,2020-01-01,24.0,32.7,27.6,80,0.0,6.2,7.0,10.0,2.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,01
56,2020-01-01,24.6,31.8,26.9,86,0.0,7.6,3.0,45.0,1.0,C ,96031,30,Kab. Deli Serdang,3.62114,98.71485,2,Sumatera Utara,01
57,2020-01-01,23.4,31.6,26.8,78,0.0,9.3,9.0,100.0,4.0,SE,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,01
59,2020-01-01,24.3,32.2,27.9,87,0.7,8.6,6.0,40.0,2.0,C ,96075,27,Kab. Nias,1.1649,97.7036,2,Sumatera Utara,01
60,2020-01-01,25.0,29.5,27.4,88,146.1,3.1,7.0,320.0,3.0,W ,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,01
61,2020-01-01,23.0,31.8,26.8,88,34.5,1.5,2.0,300.0,1.0,C ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,01
62,2020-01-01,24.5,34.3,28.1,81,0.3,7.1,8.0,20.0,3.0,N ,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,01
63,2020-01-01,22.8,33.4,26.6,87,7.9,0.1,3.0,320.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,01
64,2020-01-01,22.6,32.4,25.7,93,8.6,0.0,3.0,250.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,01
65,2020-01-01,22.7,32.4,27.2,87,31.8,0.0,4.0,280.0,1.0,W ,96557,319,Kab. Melawi,-0.42,111.47,20,Kalimantan Barat,01
66,2020-01-01,23.8,30.3,26.8,90,70.6,0.0,4.0,360.0,1.0,C ,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,01
67,2020-01-01,23.4,31.2,27.5,84,62.5,3.5,4.0,310.0,1.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,01
68,2020-01-01,24.2,34.2,28.9,78,0.0,5.6,4.0,290.0,2.0,N ,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,01
69,2020-01-01,23.8,30.7,27.4,88,34.7,7.0,2.0,230.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,01
70,2020-01-01,22.6,27.0,24.6,98,208.9,4.3,2.0,230.0,1.0,C ,96733,269,Kota Tangerang Selata,-6.26151,106.75084,16,Banten,01
71,2020-01-01,24.9,31.4,27.6,84,34.9,6.3,5.0,180.0,2.0,S ,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,01
72,2020-01-01,24.2,29.8,25.9,91,20.9,2.2,3.0,230.0,1.0,E ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,01
73,2020-01-01,23.4,31.6,26.3,88,22.4,1.2,6.0,360.0,1.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,01
74,2020-01-01,22.4,32.9,27.3,85,79.6,2.0,4.0,300.0,1.0,C ,96565,315,Kab. Kapuas Hulu,0.84,112.93,20,Kalimantan Barat,01
75,2020-01-01,23.2,30.5,26.5,88,94.1,4.4,3.0,30.0,2.0,S ,96685,349,Kota Banjarmasin,-3.442,114.754,22,Kalimantan Selatan,01
76,2020-01-01,22.6,30.6,26.5,91,53.1,4.9,2.0,310.0,1.0,C ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,01
77,2020-01-01,23.7,31.9,27.6,84,1.0,4.3,5.0,240.0,2.0,SW,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,01
79,2020-01-01,25.2,32.4,28.0,82,2.9,6.3,3.0,240.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,01
80,2020-01-01,19.2,27.8,23.1,92,7.1,5.2,3.0,210.0,1.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,01
81,2020-01-01,20.0,27.8,23.8,82,0.2,7.6,4.0,70.0,2.0,N ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,01
82,2020-01-01,25.0,32.0,26.5,89,0.0,6.9,3.0,150.0,0.0,C ,96987,233,Kab. Banyuwangi,-8.215,114.3553,15,Jawa Timur,01
83,2020-01-01,23.6,30.6,26.5,89,51.3,4.5,4.0,30.0,2.0,N ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,01
84,2020-01-01,21.2,29.0,23.0,89,34.0,2.3,5.0,270.0,2.0,NW,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,01
85,2020-01-01,23.4,32.4,28.0,81,0.0,4.0,5.0,30.0,1.0,C ,97096,381,Kab. Poso,-1.42038,120.65701,25,Sulawesi Tengah,01
86,2020-01-01,25.0,31.6,28.0,82,0.0,4.3,5.0,10.0,2.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,01
87,2020-01-01,26.9,33.6,30.0,76,0.0,9.3,2.0,170.0,1.0,NW,97086,380,Kab. Banggai,-1.04064,122.771,25,Sulawesi Tengah,01
88,2020-01-01,25.2,32.0,27.0,82,16.5,6.5,7.0,300.0,3.0,W ,97230,272,Kab. Badung,-8.75,115.17,17,Bali,01
89,2020-01-01,24.8,30.6,27.0,89,30.0,8.0,6.0,270.0,3.0,W ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,01
90,2020-01-01,25.2,34.6,26.7,90,2.6,5.1,3.0,250.0,2.0,S ,97192,426,Kota Bau Bau,-5.47,122.62,27,Sulawesi Tenggara,01
91,2020-01-01,25.2,31.4,28.3,83,47.9,4.7,5.0,240.0,3.0,W ,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,01
92,2020-01-01,25.2,32.8,29.6,74,0.2,7.3,4.0,70.0,1.0,C ,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,01
93,2020-01-01,23.9,31.6,27.2,84,4.9,6.3,7.0,50.0,2.0,E ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,01
94,2020-01-01,22.4,30.8,27.1,84,1.0,7.6,5.0,40.0,4.0,NE,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,01
95,2020-01-01,24.7,30.6,27.1,87,18.5,7.4,3.0,280.0,2.0,E ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,01
96,2020-01-01,20.8,30.8,28.2,88,0.0,3.3,1.0,60.0,0.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,01
97,2020-01-01,23.8,28.9,25.6,94,5.7,2.7,4.0,33.0,1.0,C ,96529,353,Kab. Berau,2.14562,117.43375,23,Kalimantan Timur,01
98,2020-01-01,24.2,31.4,26.2,93,8.8,6.7,3.0,150.0,0.0,C ,96525,503,Kab. Bulungan,2.5,117.22,34,Kalimantan Utara,01
99,2020-01-01,25.6,31.6,27.8,85,0.0,8.0,3.0,330.0,1.0,NW,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,01
100,2020-01-01,21.4,31.9,27.1,86,66.6,3.2,6.0,250.0,3.0,N ,96253,123,Kota Bengkulu,-3.8582,102.3367,7,Bengkulu,01
102,2020-01-01,24.4,34.0,27.9,72,2.2,5.8,4.0,200.0,2.0,E ,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,01
103,2020-01-01,24.0,31.6,26.7,86,7.8,4.6,3.0,40.0,1.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,01
106,2020-01-01,23.7,29.7,25.7,88,0.2,1.5,6.0,320.0,2.0,NW,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,01
107,2020-01-01,23.9,30.6,26.5,90,2.0,1.8,3.0,140.0,2.0,SE,96223,110,Kota Palembang,-2.92732,104.77197,6,Sumatera Selatan,01
108,2020-01-01,26.2,31.7,28.0,80,1.5,8.1,4.0,310.0,2.0,NW,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,01
109,2020-01-01,24.2,31.2,27.2,81,0.6,0.1,5.0,20.0,3.0,NW,96195,97,Kota Jambi,-1.63368,103.64,5,Jambi,01
110,2020-01-01,23.6,30.5,26.7,86,0.8,0.0,6.0,10.0,1.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,01
111,2020-01-01,24.6,31.2,27.9,83,42.4,3.4,7.0,270.0,3.0,C ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,01
112,2020-01-01,19.8,29.6,24.2,88,24.0,1.3,5.0,209.0,2.0,S ,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,01
113,2020-01-01,23.5,31.0,26.0,90,47.5,7.3,3.0,300.0,1.0,C ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,01
114,2020-01-01,22.5,31.3,26.6,88,65.9,4.9,4.0,260.0,2.0,W ,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,01
1092,2020-02-01,25.6,33.8,29.2,72,0.0,9.6,6.0,70.0,3.0,W ,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,02
1093,2020-02-01,24.0,31.0,28.3,77,2.4,2.2,7.0,180.0,4.0,S ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,02
1094,2020-02-01,21.8,29.2,25.1,83,2.3,3.0,5.0,185.0,2.0,S ,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,02
1095,2020-02-01,24.6,30.2,26.9,86,3.0,6.3,2.0,320.0,1.0,C ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,02
1097,2020-02-01,21.2,32.2,28.3,71,0.3,8.1,5.0,60.0,3.0,NE,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,02
1098,2020-02-01,24.2,32.0,27.9,80,3.2,2.5,6.0,350.0,2.0,N ,96195,97,Kota Jambi,-1.63368,103.64,5,Jambi,02
1099,2020-02-01,23.4,31.0,26.9,86,0.0,3.4,3.0,20.0,1.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,02
1100,2020-02-01,25.8,33.0,27.8,82,0.8,3.0,5.0,10.0,2.0,C ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,02
1101,2020-02-01,24.2,26.5,25.2,95,24.6,0.9,4.0,120.0,1.0,C ,96525,503,Kab. Bulungan,2.5,117.22,34,Kalimantan Utara,02
1102,2020-02-01,23.4,25.4,24.3,100,43.5,3.8,4.0,40.0,1.0,C ,96529,353,Kab. Berau,2.14562,117.43375,23,Kalimantan Timur,02
1103,2020-02-01,24.4,30.2,27.2,85,4.5,7.0,5.0,330.0,1.0,C ,96295,124,Kab. Lampung Selatan,-5.16,105.11,8,Lampung,02
1104,2020-02-01,25.5,32.4,28.7,76,0.0,4.9,5.0,70.0,3.0,NW,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,02
1106,2020-02-01,25.0,32.8,28.1,83,1.5,3.7,4.0,85.0,3.0,S ,96223,110,Kota Palembang,-2.92732,104.77197,6,Sumatera Selatan,02
1107,2020-02-01,23.0,22.8,27.4,83,0.0,3.0,4.0,250.0,1.0,C ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,02
1108,2020-02-01,23.2,33.5,27.7,84,0.0,4.7,5.0,110.0,1.0,C ,96075,27,Kab. Nias,1.1649,97.7036,2,Sumatera Utara,02
1110,2020-02-01,23.3,33.9,27.8,81,0.0,9.0,4.0,200.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,02
1113,2020-02-01,22.4,33.4,27.8,80,0.0,7.5,4.0,250.0,1.0,C ,96163,61,Kab. Padang Pariaman,-0.79355,100.28917,3,Sumatera Barat,02
1114,2020-02-01,24.0,31.0,27.8,79,0.0,6.0,6.0,110.0,4.0,E ,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,02
1115,2020-02-01,24.0,32.0,26.3,91,2.1,0.8,5.0,100.0,1.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,02
1116,2020-02-01,25.8,30.8,28.0,84,0.0,4.2,4.0,80.0,1.0,C ,96033,49,Kota Medan,3.78824,98.71492,2,Sumatera Utara,02
1117,2020-02-01,23.4,32.4,26.6,86,24.9,7.5,4.0,320.0,2.0,NW,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,02
1118,2020-02-01,25.2,32.0,28.0,80,0.0,4.7,2.0,90.0,1.0,C ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,02
1119,2020-02-01,20.2,30.4,24.7,96,157.8,2.0,0.0,0.0,0.0,C ,97692,460,Kab. Jayapura,-2.59231,140.16792,32,Papua,02
1120,2020-02-01,23.6,27.8,25.2,84,0.0,6.4,6.0,280.0,2.0,W ,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,02
1121,2020-02-01,16.0,21.3,18.6,90,19.0,7.0,4.0,160.0,1.0,N ,97686,459,Kab. Jayawijaya,-4.08861,138.94639,32,Papua,02
1122,2020-02-01,25.4,32.8,27.9,82,2.4,7.7,9.0,280.0,3.0,N ,97980,458,Kab. Merauke,-8.52019,140.41568,32,Papua,02
1124,2020-02-01,23.5,30.5,26.3,87,28.5,5.0,3.0,260.0,0.0,C ,97796,466,Kab. Mimika,-4.53006,136.89348,32,Papua,02
1126,2020-02-01,25.2,28.8,26.1,94,18.9,4.8,3.0,270.0,1.0,C ,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,02
1129,2020-02-01,15.6,23.8,18.9,79,9.9,7.5,3.0,250.0,0.0,C ,97780,465,Kab. Paniai,-3.92688,136.38,32,Papua,02
1142,2020-02-01,25.7,31.4,27.9,84,0.0,9.0,4.0,250.0,2.0,NW,97560,463,Kab. Biak Numfor,-1.19069,136.10361,32,Papua,02
1143,2020-02-01,24.5,31.3,27.9,77,5.0,6.0,6.0,330.0,3.0,NW,97530,488,Kab. Manokwari,-0.89227,134.05041,33,Papua Barat,02
1145,2020-02-01,26.2,32.7,29.1,75,0.0,6.5,6.0,360.0,4.0,N ,97502,497,Kota Sorong,-0.89118,131.28575,33,Papua Barat,02
1146,2020-02-01,24.0,29.1,25.5,92,111.0,4.0,5.0,300.0,2.0,SE,96749,266,Kota Tangerang,-6.12,106.65,16,Banten,02
1147,2020-02-01,24.8,27.6,26.1,92,48.5,0.0,2.0,100.0,1.0,C ,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,02
1148,2020-02-01,25.0,33.6,29.0,80,14.5,5.3,3.0,330.0,1.0,NW,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,02
1149,2020-02-01,24.8,32.0,27.6,85,6.5,0.3,5.0,10.0,1.0,C ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,02
1150,2020-02-01,22.0,28.4,24.7,92,26.6,0.2,4.0,360.0,1.0,C ,96753,175,Kota Bogor,-6.5,106.75,12,Jawa Barat,02
1151,2020-02-01,19.5,23.2,20.6,96,13.8,0.2,4.0,0.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,02
1152,2020-02-01,25.2,33.2,29.0,81,28.0,4.5,2.0,300.0,0.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,02
1153,2020-02-01,24.5,31.2,27.7,88,21.3,0.0,3.0,210.0,1.0,C ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,02
1154,2020-02-01,25.9,32.4,28.6,80,1.6,3.0,4.0,350.0,2.0,N ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,02
1155,2020-02-01,25.0,32.4,28.4,80,1.0,4.3,6.0,330.0,2.0,NW,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,02
1156,2020-02-01,23.6,32.4,27.2,83,3.0,6.3,4.0,320.0,1.0,C ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,02
1157,2020-02-01,22.2,30.7,26.1,87,0.0,8.0,3.0,135.0,1.0,C ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,02
1158,2020-02-01,21.0,28.5,24.1,87,26.3,3.8,3.0,30.0,1.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,02
1159,2020-02-01,25.2,31.6,27.4,90,62.4,3.4,6.0,330.0,2.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,02
1160,2020-02-01,24.9,32.2,27.6,78,0.8,3.3,5.0,280.0,1.0,W ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,02
1161,2020-02-01,25.0,31.8,27.7,88,1.0,4.2,5.0,310.0,2.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,02
1162,2020-02-01,25.2,32.4,27.6,84,46.4,4.1,4.0,300.0,1.0,C ,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,02
1163,2020-02-01,26.0,32.2,28.4,80,6.6,2.4,4.0,280.0,1.0,NW,96797,211,Kab. Tegal,-6.86817,109.12103,13,Jawa Tengah,02
1164,2020-02-01,24.4,28.0,25.6,91,42.8,0.0,3.0,50.0,2.0,NE,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,02
1165,2020-02-01,24.0,31.6,26.0,90,19.6,0.0,3.0,20.0,1.0,E ,97192,426,Kota Bau Bau,-5.47,122.62,27,Sulawesi Tenggara,02
1166,2020-02-01,24.0,27.9,25.7,90,41.3,0.0,1.0,50.0,0.0,C ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,02
1167,2020-02-01,24.9,33.0,28.5,74,0.0,3.2,5.0,360.0,2.0,N ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,02
1168,2020-02-01,22.2,32.0,26.3,86,11.0,2.5,3.0,40.0,1.0,C ,97096,381,Kab. Poso,-1.42038,120.65701,25,Sulawesi Tengah,02
1169,2020-02-01,22.0,34.2,26.7,75,0.1,0.8,8.0,360.0,2.0,N ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,02
1171,2020-02-01,25.2,30.8,26.4,91,0.0,0.0,3.0,310.0,1.0,C ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,02
1172,2020-02-01,25.2,30.0,26.9,89,29.8,0.0,2.0,70.0,0.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,02
1173,2020-02-01,23.6,27.9,25.4,90,71.3,0.0,2.0,80.0,1.0,NE,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,02
1174,2020-02-01,23.8,31.2,26.3,86,5.9,1.4,5.0,50.0,2.0,E ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,02
1175,2020-02-01,26.2,32.8,27.6,80,0.0,2.9,6.0,60.0,1.0,C ,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,02
1176,2020-02-01,24.2,30.6,26.3,90,3.0,0.9,6.0,360.0,1.0,C ,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,02
1177,2020-02-01,18.2,27.8,22.5,89,1.2,1.2,4.0,50.0,1.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,02
1178,2020-02-01,24.2,33.4,28.4,80,0.4,0.0,4.0,240.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,02
1179,2020-02-01,20.8,31.8,27.0,80,1.8,1.5,4.0,60.0,1.0,C ,97126,409,Kab. Luwu Utara,-2.55472,120.32422,26,Sulawesi Selatan,02
1180,2020-02-01,23.0,31.2,27.3,82,23.8,0.0,3.0,100.0,1.0,C ,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,02
1181,2020-02-01,21.6,28.4,25.2,82,20.0,2.5,2.0,360.0,1.0,N ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,02
1182,2020-02-01,26.0,31.4,28.7,79,3.4,5.8,3.0,360.0,1.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,02
1183,2020-02-01,22.8,28.3,25.2,97,61.3,0.0,2.0,110.0,1.0,C ,96733,269,Kota Tangerang Selata,-6.26151,106.75084,16,Banten,02
1184,2020-02-01,24.6,31.8,27.8,81,0.0,0.1,4.0,350.0,2.0,N ,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,02
1185,2020-02-01,23.1,34.1,28.3,82,0.2,0.0,4.0,360.0,1.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,02
1186,2020-02-01,23.6,33.0,28.0,82,12.7,8.2,6.0,100.0,2.0,W ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,02
1187,2020-02-01,24.0,33.4,28.3,78,2.7,0.0,5.0,280.0,3.0,W ,96607,362,Kota Samarinda,-0.48,117.16,23,Kalimantan Timur,02
1188,2020-02-01,23.2,32.6,27.6,74,7.0,9.6,4.0,20.0,1.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,02
1189,2020-02-01,23.6,31.6,27.1,82,0.5,6.8,3.0,230.0,1.0,C ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,02
