,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,region_id,region_name,latitude,longitude,province_id,province_name,month
372292,2020-09-30,20.8,31.2,26.3,69,0.0,8.8,3.0,50.0,2.0,N ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,09
372293,2020-09-30,24.0,33.0,28.0,83,8.5,6.4,5.0,210.0,2.0,C ,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,09
372294,2020-09-30,24.0,31.9,27.0,88,16.3,5.4,4.0,100.0,1.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,09
372295,2020-09-30,23.0,33.0,27.1,78,0.0,8.8,9.0,350.0,2.0,C ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,09
372296,2020-09-30,25.7,30.6,28.2,78,0.7,9.5,7.0,120.0,4.0,SE,97230,272,Kab. Badung,-8.75,115.17,17,Bali,09
372297,2020-09-30,24.4,32.4,27.7,79,0.0,2.1,6.0,290.0,2.0,W ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,09
372298,2020-09-30,26.2,32.9,28.7,74,0.0,3.1,5.0,270.0,2.0,W ,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,09
372299,2020-09-30,24.0,29.4,25.4,92,7.6,2.0,3.0,160.0,1.0,S ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,09
372300,2020-09-30,24.3,34.0,27.8,80,0.0,3.2,5.0,280.0,2.0,W ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,09
372301,2020-09-30,25.5,31.3,28.2,78,2.4,6.8,5.0,40.0,4.0,NE,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,09
372302,2020-09-30,21.8,31.4,26.8,84,1.6,2.4,4.0,40.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,09
373271,2020-10-30,23.5,32.8,27.6,80,9.5,9.3,4.0,20.0,2.0,N ,97126,409,Kab. Luwu Utara,-2.55472,120.32422,26,Sulawesi Selatan,10
373272,2020-10-30,19.8,30.0,22.9,88,10.2,7.9,3.0,90.0,0.0,C ,97124,408,Kab. Tana Toraja,-3.04524,119.81885,26,Sulawesi Selatan,10
373273,2020-10-30,25.6,31.2,28.0,81,2.6,9.3,3.0,110.0,2.0,N ,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,10
373274,2020-10-30,25.5,33.2,29.0,75,0.0,9.2,4.0,250.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,10
373275,2020-10-30,26.6,33.4,29.4,80,9.3,10.6,7.0,320.0,2.0,E ,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,10
373276,2020-10-30,24.4,33.0,28.6,80,2.4,4.2,6.0,200.0,2.0,C ,97192,426,Kota Bau Bau,-5.47,122.62,27,Sulawesi Tenggara,10
373277,2020-10-30,24.8,31.4,28.2,82,0.5,5.8,5.0,140.0,4.0,SE,97230,272,Kab. Badung,-8.75,115.17,17,Bali,10
373278,2020-10-30,24.6,32.5,28.0,84,0.0,8.7,3.0,120.0,1.0,SE,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,10
373279,2020-10-30,23.8,33.4,28.2,79,0.0,9.1,2.0,200.0,1.0,C ,97150,419,Kab. Konawe Selatan,-4.056,122.449,27,Sulawesi Tenggara,10
373280,2020-10-30,24.4,34.6,28.5,79,0.0,5.7,8.0,250.0,2.0,SW,97008,367,Kab. Kepulauan Sangihe,3.68594,125.52881,24,Sulawesi Utara,10
373281,2020-10-30,19.3,29.0,24.4,82,0.0,0.8,4.0,250.0,2.0,W ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,10
373282,2020-10-30,24.0,33.1,27.2,87,19.8,2.6,3.0,100.0,1.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,10
373283,2020-10-30,23.1,33.4,27.6,79,5.9,5.8,6.0,80.0,2.0,E ,97072,390,Kota Palu,-0.91589,119.90554,25,Sulawesi Tengah,10
373284,2020-10-30,24.0,33.2,28.9,74,0.0,2.8,3.0,210.0,1.0,C ,97016,377,Kota Bitung,1.4431,125.1797,24,Sulawesi Utara,10
373285,2020-10-30,22.2,31.0,27.5,80,90.4,3.7,3.0,300.0,1.0,E ,97028,383,Kab. Toli Toli,1.12114,120.79433,25,Sulawesi Tengah,10
373286,2020-10-30,22.9,33.3,29.9,70,0.0,2.3,4.0,260.0,2.0,W ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,10
373287,2020-10-30,23.8,29.9,26.2,89,20.6,10.2,3.0,100.0,1.0,C ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,10
373288,2020-10-30,23.2,33.8,28.1,80,0.0,10.2,4.0,90.0,2.0,E ,96855,222,Kab. Sleman,-7.82,110.3,14,DI Yogyakarta,10
373289,2020-10-30,27.6,33.6,27.3,84,0.0,6.4,6.0,80.0,1.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,10
373290,2020-10-30,24.8,31.2,27.6,87,43.5,7.2,4.0,350.0,1.0,C ,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,10
373291,2020-10-30,25.4,32.5,28.1,81,12.0,8.6,11.0,40.0,3.0,NE,96797,211,Kab. Tegal,-6.86817,109.12103,13,Jawa Tengah,10
373292,2020-10-30,27.8,31.6,29.5,77,1.2,7.6,4.0,110.0,2.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,10
373293,2020-10-30,24.6,30.6,26.4,86,2.7,8.0,4.0,200.0,1.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,10
373294,2020-10-30,25.6,33.0,29.9,71,0.0,7.5,4.0,90.0,2.0,E ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,10
373295,2020-10-30,22.9,34.0,25.1,87,23.0,5.8,2.0,315.0,1.0,C ,96949,230,Kab. Malang,-8.15,112.45,15,Jawa Timur,10
373296,2020-10-30,20.0,29.8,26.2,70,0.0,9.7,7.0,60.0,3.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,10
373297,2020-10-30,23.2,33.0,29.4,80,0.0,9.3,10.0,100.0,2.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,10
373298,2020-10-30,16.4,27.8,23.7,82,0.0,9.0,3.0,60.0,2.0,SW,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,10
373299,2020-10-30,25.1,31.8,28.1,79,2.9,9.5,8.0,60.0,2.0,C ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,10
373300,2020-10-30,23.2,32.4,26.6,90,27.5,8.0,6.0,80.0,2.0,C ,96935,238,Kab. Sidoarjo,-7.3846,112.7833,15,Jawa Timur,10
373301,2020-10-30,27.1,32.8,27.0,86,0.0,6.2,3.0,130.0,1.0,SE,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,10
373302,2020-10-30,18.4,25.0,22.5,80,0.0,8.2,3.0,340.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,10
373303,2020-10-30,19.8,27.4,23.0,81,4.0,4.1,3.0,150.0,2.0,E ,96783,177,Kota Bandung,-6.88356,107.59733,12,Jawa Barat,10
373304,2020-10-30,23.0,33.4,27.0,83,2.8,8.3,2.0,300.0,0.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,10
373306,2020-10-30,23.2,34.0,27.5,77,1.0,7.0,3.0,200.0,1.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,10
373307,2020-10-30,22.7,34.4,26.1,86,2.5,3.2,3.0,240.0,1.0,C ,96037,30,Kab. Deli Serdang,3.501,98.56,2,Sumatera Utara,10
373308,2020-10-30,26.2,32.2,28.5,82,0.0,6.1,7.0,60.0,3.0,W ,96033,49,Kota Medan,3.78824,98.71492,2,Sumatera Utara,10
373309,2020-10-30,21.7,32.6,26.2,77,0.0,9.9,5.0,270.0,2.0,W ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,10
373310,2020-10-30,24.0,35.0,27.1,82,5.0,5.2,9.0,270.0,2.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,10
373311,2020-10-30,23.7,30.9,25.9,92,8.2,4.3,3.0,30.0,0.0,C ,96075,27,Kab. Nias,1.1649,97.7036,2,Sumatera Utara,10
373313,2020-10-30,22.2,33.1,26.9,82,1.0,8.7,5.0,250.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,10
373316,2020-10-30,25.1,33.2,27.4,78,0.0,9.8,2.0,260.0,1.0,C ,96161,69,Kota Padang,-0.99639,100.37222,3,Sumatera Barat,10
373317,2020-10-30,23.0,32.6,26.1,83,1.0,3.2,6.0,240.0,2.0,W ,96011,6,Kab. Aceh Besar,5.52244,95.417,1,Nanggroe Aceh Darussalam,10
373318,2020-10-30,24.0,32.2,27.4,82,0.0,5.9,4.0,130.0,2.0,SE,96009,8,Kab. Aceh Utara,5.22869,96.94749,1,Nanggroe Aceh Darussalam,10
373319,2020-10-30,23.6,33.0,27.9,84,6.6,0.2,4.0,320.0,2.0,N ,96509,507,Kota Tarakan,3.33,117.57,34,Kalimantan Utara,10
373320,2020-10-30,23.0,33.4,27.6,82,12.0,0.0,5.0,160.0,2.0,C ,96525,503,Kab. Bulungan,2.5,117.22,34,Kalimantan Utara,10
373321,2020-10-30,22.3,34.6,26.5,86,10.0,0.0,3.0,70.0,1.0,C ,96529,353,Kab. Berau,2.14562,117.43375,23,Kalimantan Timur,10
373323,2020-10-30,23.9,31.7,26.5,87,3.1,5.0,3.0,230.0,1.0,C ,96195,97,Kota Jambi,-1.63368,103.64,5,Jambi,10
373324,2020-10-30,23.8,33.0,26.6,85,7.0,4.9,3.0,90.0,0.0,C ,96191,92,Kab. Muaro Jambi,-1.6019,103.48444,5,Jambi,10
373325,2020-10-30,22.8,34.0,27.2,86,0.0,7.4,3.0,190.0,1.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,10
373327,2020-10-30,22.6,33.0,25.7,88,9.4,5.3,4.0,300.0,1.0,C ,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,10
373330,2020-10-30,24.2,34.0,26.0,87,0.0,9.2,3.0,70.0,2.0,E ,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,10
373331,2020-10-30,21.2,29.0,24.1,89,0.6,2.8,3.0,190.0,2.0,S ,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,10
373332,2020-10-30,23.2,32.9,27.7,82,24.4,0.0,4.0,140.0,2.0,W ,96503,505,Kab. Nunukan,4.13,117.67,34,Kalimantan Utara,10
373334,2020-10-30,23.0,34.2,27.0,75,2.1,7.2,5.0,130.0,2.0,SE,97690,460,Kab. Jayapura,-2.57,140.48,32,Papua,10
373335,2020-10-30,24.7,34.5,28.8,75,1.2,7.4,4.0,310.0,2.0,S ,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,10
373336,2020-10-30,23.4,33.1,27.6,76,0.0,8.5,5.0,70.0,2.0,E ,97694,488,Kab. Manokwari,-1.47,134.19,33,Papua Barat,10
373337,2020-10-30,16.4,26.9,20.3,83,4.2,1.5,10.0,150.0,3.0,S ,97686,459,Kab. Jayawijaya,-4.08861,138.94639,32,Papua,10
373338,2020-10-30,24.1,32.0,29.2,78,0.2,5.6,4.0,140.0,1.0,C ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,10
373339,2020-10-30,16.0,24.6,19.6,72,0.0,2.4,4.0,200.0,1.0,C ,97780,465,Kab. Paniai,-3.92688,136.38,32,Papua,10
373341,2020-10-30,23.4,30.9,27.0,84,0.0,4.0,5.0,200.0,2.0,S ,97502,497,Kota Sorong,-0.89118,131.28575,33,Papua Barat,10
373346,2020-10-30,24.2,32.2,27.5,79,0.0,7.7,6.0,170.0,2.0,C ,97980,458,Kab. Merauke,-8.52019,140.41568,32,Papua,10
373347,2020-10-30,23.2,31.4,27.1,82,0.0,7.0,5.0,170.0,1.0,C ,97796,466,Kab. Mimika,-4.53006,136.89348,32,Papua,10
373350,2020-10-30,21.7,30.3,26.7,83,5.6,5.9,4.0,180.0,2.0,S ,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,10
373351,2020-10-30,24.2,32.0,27.6,86,6.2,7.4,6.0,50.0,3.0,NE,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,10
373355,2020-10-30,23.6,33.9,26.9,86,0.0,0.0,4.0,60.0,1.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,10
373356,2020-10-30,24.3,32.9,27.3,85,36.5,5.3,15.0,191.35996596921277,2.0,N ,96557,319,Kab. Melawi,-0.42,111.47,20,Kalimantan Barat,10
373357,2020-10-30,23.6,32.9,28.2,86,0.0,4.5,5.0,350.0,1.0,C ,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,10
373358,2020-10-30,25.0,32.4,28.1,84,10.6,5.2,4.0,320.0,2.0,E ,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,10
373359,2020-10-30,24.8,32.2,26.4,91,7.5,7.1,3.0,60.0,1.0,C ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,10
373360,2020-10-30,23.7,32.5,25.9,89,34.4,6.5,10.0,280.0,1.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,10
373361,2020-10-30,24.4,30.8,27.1,86,0.4,7.5,3.0,350.0,1.0,C ,96737,268,Kota Serang,-6.11185,106.11,16,Banten,10
373362,2020-10-30,27.3,32.4,29.4,78,0.0,8.2,8.0,80.0,3.0,E ,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,10
373363,2020-10-30,24.4,31.9,27.8,80,0.0,4.1,4.0,260.0,2.0,E ,96633,361,Kota Balikpapan,-1.26,116.9,23,Kalimantan Timur,10
373364,2020-10-30,23.8,33.9,27.6,86,2.7,6.3,3.0,70.0,2.0,C ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,10
373365,2020-10-30,23.4,33.4,27.4,84,3.2,3.0,4.0,70.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,10
373366,2020-10-30,25.3,33.8,28.4,84,8.2,5.7,3.0,230.0,1.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,10
373367,2020-10-30,23.6,34.0,27.5,84,6.1,3.8,5.0,40.0,2.0,NE,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,10
373368,2020-10-30,22.4,33.5,27.6,82,1.8,7.8,5.0,30.0,2.0,NE,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,10
374350,2020-11-30,23.0,31.3,27.3,88,15.7,0.0,3.0,260.0,1.0,C ,96615,313,Kab. Ketapang,-1.8,109.97,20,Kalimantan Barat,11
374351,2020-11-30,23.4,33.6,27.1,83,2.0,7.0,6.0,40.0,0.0,C ,96595,328,Kab. Barito Utara,-0.56,114.53,21,Kalimantan Tengah,11
374352,2020-11-30,24.0,31.0,27.0,90,3.6,1.0,6.0,260.0,3.0,W ,96735,266,Kota Tangerang,-6.1,106.38,16,Banten,11
374353,2020-11-30,25.2,31.8,27.6,81,1.0,1.4,7.0,270.0,4.0,W ,96741,154,Kota Adm. Jakarta Utara,-6.10781,106.88053,11,DKI Jakarta,11
374354,2020-11-30,22.6,30.0,26.3,85,13.3,1.3,4.0,240.0,1.0,SW,96737,268,Kota Serang,-6.11185,106.11,16,Banten,11
374355,2020-11-30,23.0,31.0,26.1,92,8.0,2.6,5.0,290.0,1.0,C ,96645,324,Kab. Kotawaringin Barat,-2.73,111.66,21,Kalimantan Tengah,11
374356,2020-11-30,22.9,31.5,26.3,89,12.0,0.8,4.0,280.0,1.0,C ,96651,325,Kab. Kotawaringin Timur,-2.55,112.93,21,Kalimantan Tengah,11
374357,2020-11-30,23.4,31.5,25.9,88,1.2,5.4,6.0,260.0,2.0,C ,96655,337,Kota Palangkaraya,-2.22,113.95,21,Kalimantan Tengah,11
374358,2020-11-30,24.2,30.5,26.8,88,10.5,5.3,3.0,200.0,2.0,W ,96653,327,Kab. Barito Selatan,-1.67,114.9,21,Kalimantan Tengah,11
374359,2020-11-30,24.6,31.6,27.0,88,36.2,0.3,4.0,220.0,1.0,C ,96583,311,Kab. Pontianak,0.075,109.19,20,Kalimantan Barat,11
374360,2020-11-30,23.0,32.2,26.6,86,63.6,0.5,7.0,210.0,2.0,C ,96581,321,Kab. Kubu Raya,-0.14206,109.45,20,Kalimantan Barat,11
374361,2020-11-30,23.0,33.2,27.6,83,6.2,2.7,3.0,200.0,0.0,C ,96559,314,Kab. Sintang,0.06,111.47,20,Kalimantan Barat,11
374362,2020-11-30,23.4,31.5,27.0,85,7.9,1.8,2.0,170.0,1.0,SE,96557,319,Kab. Melawi,-0.42,111.47,20,Kalimantan Barat,11
374363,2020-11-30,23.8,29.3,26.4,90,16.1,3.1,2.0,170.0,1.0,C ,96535,310,Kab. Sambas,1.74,109.3,20,Kalimantan Barat,11
374364,2020-11-30,24.6,30.1,26.5,84,17.8,4.1,3.0,220.0,1.0,SW,96695,339,Kab. Kotabaru,-3.3,116.17,22,Kalimantan Selatan,11
374365,2020-11-30,23.8,31.2,26.9,84,2.5,1.5,4.0,240.0,3.0,SW,96733,269,Kota Tangerang Selata,-6.26151,106.75084,16,Banten,11
374366,2020-11-30,22.0,32.6,26.4,86,0.0,2.9,3.0,260.0,1.0,C ,96073,24,Kab. Tapanuli Tengah,1.55,98.88,2,Sumatera Utara,11
374368,2020-11-30,21.5,31.6,26.5,73,0.0,4.2,5.0,280.0,4.0,W ,96071,43,Kab. Padang Lawas Utara,1.55,99.45,2,Sumatera Utara,11
374369,2020-11-30,24.2,32.6,27.8,82,0.0,2.6,4.0,250.0,2.0,C ,96041,49,Kota Medan,3.5397,98.64,2,Sumatera Utara,11
374371,2020-11-30,24.0,30.2,26.6,84,0.0,0.0,3.0,150.0,1.0,C ,96001,20,Kota Sabang,5.87655,95.33785,1,Nanggroe Aceh Darussalam,11
374372,2020-11-30,23.6,31.5,27.3,88,0.0,3.0,4.0,220.0,2.0,E ,96015,15,Kab. Nagan Raya,4.04928,96.24796,1,Nanggroe Aceh Darussalam,11
374373,2020-11-30,23.0,32.2,26.0,89,4.4,0.3,4.0,300.0,2.0,NW,96017,6,Kab. Aceh Besar,5.404,95.464,1,Nanggroe Aceh Darussalam,11
374374,2020-11-30,23.2,32.2,26.5,86,14.8,1.7,0.0,0.0,0.0,C ,96107,76,Kab. Kampar,0.407,101.217,4,Riau,11
374376,2020-11-30,24.0,33.0,27.7,81,2.0,5.3,4.0,190.0,0.0,C ,96109,86,Kota Pekanbaru,0.45924,101.44743,4,Riau,11
374378,2020-11-30,25.2,31.6,28.4,74,1.0,9.6,7.0,260.0,2.0,W ,97120,437,Kab. Majene,-3.55074,118.98054,29,Sulawesi Barat,11
374379,2020-11-30,23.6,32.2,27.2,82,44.3,8.0,3.0,210.0,1.0,C ,97126,409,Kab. Luwu Utara,-2.55472,120.32422,26,Sulawesi Selatan,11
374380,2020-11-30,24.3,30.2,25.2,93,72.0,7.5,5.0,280.0,1.0,C ,97184,399,Kab. Maros,-4.9308,119.572,26,Sulawesi Selatan,11
374381,2020-11-30,24.8,29.4,26.3,88,3.6,9.4,6.0,270.0,3.0,W ,97230,272,Kab. Badung,-8.75,115.17,17,Bali,11
374382,2020-11-30,24.4,28.4,25.8,86,15.5,8.6,4.0,320.0,2.0,E ,97182,412,Kota Makassar,-5.11375,119.41983,26,Sulawesi Selatan,11
374383,2020-11-30,23.4,34.2,28.1,85,8.8,9.5,3.0,50.0,1.0,C ,97144,425,Kota Kendari,-3.9701,122.5895,27,Sulawesi Tenggara,11
374384,2020-11-30,24.4,34.2,28.0,81,23.8,8.7,6.0,330.0,1.0,C ,97142,415,Kab. Kolaka,-4.18059,121.61077,27,Sulawesi Tenggara,11
374385,2020-11-30,23.4,29.0,25.4,92,15.2,11.0,3.0,290.0,0.0,C ,97180,399,Kab. Maros,-5.07,119.55,26,Sulawesi Selatan,11
374386,2020-11-30,24.0,31.4,27.3,84,11.2,0.0,4.0,220.0,2.0,SW,97012,370,Kab. Minahasa Utara,1.54585,124.9233,24,Sulawesi Utara,11
374387,2020-11-30,23.6,31.7,27.4,82,25.5,0.4,4.0,270.0,2.0,W ,97014,376,Kota Manado,1.54575,124.9234,24,Sulawesi Utara,11
374388,2020-11-30,24.6,34.0,27.2,85,0.0,4.1,7.0,230.0,2.0,C ,97048,427,Kab. Gorontalo,0.6385,122.8525,28,Gorontalo,11
374389,2020-11-30,25.5,30.5,27.7,81,0.0,5.0,15.0,90.0,2.0,C ,97086,380,Kab. Banggai,-1.04064,122.771,25,Sulawesi Tengah,11
374390,2020-11-30,21.9,27.4,23.8,85,0.3,0.0,4.0,270.0,3.0,W ,97010,376,Kota Manado,1.4434,124.8389,24,Sulawesi Utara,11
374391,2020-11-30,20.4,26.0,22.6,92,8.0,2.5,1.0,350.0,1.0,S ,96975,241,Kab. Nganjuk,-7.73486,111.76682,15,Jawa Timur,11
374392,2020-11-30,23.4,31.2,26.9,81,4.3,1.3,6.0,240.0,4.0,SW,96749,266,Kota Tangerang,-6.12,106.65,16,Banten,11
374393,2020-11-30,25.2,32.0,27.8,76,1.0,1.5,6.0,260.0,2.0,C ,96745,153,Kota Adm. Jakarta Pusat,-6.15559,106.84,11,DKI Jakarta,11
374394,2020-11-30,23.5,30.4,27.3,76,27.6,4.0,4.0,10.0,2.0,C ,96839,216,Kota Semarang,-6.97683,110.3778,13,Jawa Tengah,11
374395,2020-11-30,21.9,29.7,25.6,84,12.4,0.0,4.0,250.0,2.0,W ,96851,222,Kab. Sleman,-7.731,110.354,14,DI Yogyakarta,11
374396,2020-11-30,24.2,32.2,28.0,74,19.1,3.5,3.0,20.0,2.0,E ,96837,216,Kota Semarang,-6.9486,110.4199,13,Jawa Tengah,11
374397,2020-11-30,24.8,29.6,27.2,84,35.8,2.8,2.0,300.0,1.0,N ,96937,260,Kota Surabaya,-7.2053,112.7353,15,Jawa Timur,11
374398,2020-11-30,24.4,29.4,26.4,82,12.3,5.4,2.0,210.0,0.0,C ,96939,246,Kab. Tuban,-6.8229,111.99177,15,Jawa Timur,11
374399,2020-11-30,24.6,29.0,26.9,87,3.6,2.0,3.0,290.0,0.0,C ,96935,238,Kab. Sidoarjo,-7.3846,112.7833,15,Jawa Timur,11
374400,2020-11-30,19.4,26.1,21.3,89,0.7,3.2,4.0,320.0,0.0,C ,96751,158,Kab. Bogor,-6.7,106.85,12,Jawa Barat,11
374401,2020-11-30,21.0,28.6,23.2,83,0.6,0.6,6.0,270.0,2.0,W ,96783,177,Kota Bandung,-6.88356,107.59733,12,Jawa Barat,11
374402,2020-11-30,22.8,29.3,24.8,92,5.1,1.0,4.0,245.0,1.0,C ,96753,175,Kota Bogor,-6.5,106.75,12,Jawa Barat,11
374403,2020-11-30,23.0,30.6,27.1,85,52.0,2.2,3.0,330.0,1.0,C ,96835,216,Kota Semarang,-6.9847,110.3812,13,Jawa Tengah,11
374404,2020-11-30,23.6,29.2,26.1,88,23.1,0.0,2.0,320.0,0.0,C ,96805,184,Kab. Cilacap,-7.7189,109.0149,13,Jawa Tengah,11
374405,2020-11-30,25.0,32.2,27.3,82,0.0,3.5,5.0,350.0,2.0,S ,96797,211,Kab. Tegal,-6.86817,109.12103,13,Jawa Tengah,11
374406,2020-11-30,23.6,31.9,26.3,91,94.8,0.8,3.0,160.0,0.0,C ,96791,167,Kab. Majalengka,-6.7344,108.263,12,Jawa Barat,11
374407,2020-11-30,25.1,29.6,26.8,88,2.3,0.8,3.0,240.0,1.0,C ,96973,252,Kab. Sumenep,-7.03976,113.914,15,Jawa Timur,11
374408,2020-11-30,18.2,23.4,21.1,96,45.7,0.5,4.0,30.0,1.0,SW,96945,237,Kab. Pasuruan,-7.70456,112.63533,15,Jawa Timur,11
374409,2020-11-30,20.5,25.9,22.5,88,44.2,1.8,4.0,150.0,1.0,C ,96943,230,Kab. Malang,-7.9008,112.5979,15,Jawa Timur,11
374410,2020-11-30,25.0,29.5,27.2,85,15.3,2.0,2.0,360.0,0.0,C ,96933,260,Kota Surabaya,-7.2236,112.7239,15,Jawa Timur,11
374411,2020-11-30,23.9,27.7,26.5,91,43.0,2.7,3.0,240.0,1.0,C ,96925,248,Kab. Gresik,-5.8511,112.6578,15,Jawa Timur,11
374412,2020-11-30,24.2,34.0,27.3,90,12.7,0.8,5.0,310.0,2.0,N ,97760,494,Kab. Kaimana,-3.67,133.75,33,Papua Barat,11
374414,2020-11-30,24.7,30.8,27.2,87,12.8,3.2,5.0,240.0,2.0,SW,97502,497,Kota Sorong,-0.89118,131.28575,33,Papua Barat,11
374415,2020-11-30,23.2,31.6,27.6,81,8.3,9.1,5.0,320.0,2.0,S ,97682,461,Kab. Nabire,-3.3521,135.52,32,Papua,11
374416,2020-11-30,16.0,27.1,20.1,87,5.0,2.1,6.0,150.0,2.0,SE,97686,459,Kab. Jayawijaya,-4.08861,138.94639,32,Papua,11
374417,2020-11-30,23.0,32.4,27.2,84,95.4,1.0,7.0,250.0,2.0,C ,97692,460,Kab. Jayapura,-2.59231,140.16792,32,Papua,11
374421,2020-11-30,23.2,30.5,26.4,83,0.8,5.3,4.0,150.0,2.0,N ,97630,489,Kab. Fak Fak,-2.91938,132.26496,33,Papua Barat,11
374422,2020-11-30,24.9,30.5,27.4,84,3.0,0.8,3.0,240.0,3.0,N ,97560,463,Kab. Biak Numfor,-1.19069,136.10361,32,Papua,11
374425,2020-11-30,24.9,31.4,28.3,86,7.8,0.0,6.0,50.0,2.0,NE,97698,486,Kota Jayapura,-2.53,140.72,32,Papua,11
374427,2020-11-30,25.4,32.5,28.7,76,0.0,7.0,5.0,150.0,2.0,C ,97980,458,Kab. Merauke,-8.52019,140.41568,32,Papua,11
374433,2020-11-30,23.8,32.8,28.3,80,0.0,0.0,4.0,290.0,2.0,C ,96221,110,Kota Palembang,-2.89468,104.70129,6,Sumatera Selatan,11
374434,2020-11-30,23.0,30.0,26.3,86,19.0,4.9,4.0,290.0,2.0,W ,96255,123,Kota Bengkulu,-3.8652,102.3119,7,Bengkulu,11
374435,2020-11-30,26.0,34.8,29.5,81,0.5,0.0,8.0,200.0,4.0,S ,96293,136,Kota Bandar Lampung,-5.4721,105.321,8,Lampung,11
374436,2020-11-30,21.6,27.0,23.8,89,24.2,1.0,5.0,311.0,2.0,NW,96257,121,Kab. Kepahiang,-3.55,102.589,7,Bengkulu,11
374437,2020-11-30,21.0,34.0,28.4,67,1.0,0.0,3.0,220.0,2.0,SW,96291,132,Kab. Pesawaran,-5.17236,105.18,8,Lampung,11
374438,2020-11-30,22.2,31.4,26.1,82,0.3,4.6,4.0,200.0,1.0,S ,96167,61,Kab. Padang Pariaman,-0.54549,100.29786,3,Sumatera Barat,11
374439,2020-11-30,24.2,32.0,27.7,88,0.0,1.2,2.0,20.0,0.0,C ,96171,77,Kab. Indragiri Hulu,-0.33,102.32,4,Riau,11
