,date,RR,region_name,province_name,month
216307,2020-02-18,15.2,Kota Padang,Sumatera Barat,02
216309,2020-02-18,28.4,Kab. Padang Pariaman,Sumatera Barat,02
217273,2020-03-18,28.5,Kota Padang,Sumatera Barat,03
217274,2020-03-18,39.2,Kab. Padang Pariaman,Sumatera Barat,03
218371,2020-04-18,16.0,Kab. Padang Pariaman,Sumatera Barat,04
218407,2020-04-18,5.5,Kota Padang,Sumatera Barat,04
218409,2020-04-18,4.8,Kab. Padang Pariaman,Sumatera Barat,04
219432,2020-05-18,26.3,Kab. Padang Pariaman,Sumatera Barat,05
219434,2020-05-18,83.0,Kota Padang,Sumatera Barat,05
219459,2020-05-18,19.4,Kab. Padang Pariaman,Sumatera Barat,05
220483,2020-06-18,32.0,Kab. Padang Pariaman,Sumatera Barat,06
220515,2020-06-18,3.0,Kota Padang,Sumatera Barat,06
220517,2020-06-18,5.0,Kab. Padang Pariaman,Sumatera Barat,06
221600,2020-07-18,12.5,Kab. Padang Pariaman,Sumatera Barat,07
221620,2020-07-18,8.2,Kota Padang,Sumatera Barat,07
221621,2020-07-18,1.5,Kab. Padang Pariaman,Sumatera Barat,07
222553,2020-08-18,8.1,Kab. Padang Pariaman,Sumatera Barat,08
222556,2020-08-18,6.7,Kota Padang,Sumatera Barat,08
222635,2020-08-18,26.6,Kab. Padang Pariaman,Sumatera Barat,08
222636,2020-08-18,11.0,Kab. Agam,Sumatera Barat,08
224522,2020-10-18,1.5,Kab. Padang Pariaman,Sumatera Barat,10
224545,2020-10-18,0.0,Kota Padang,Sumatera Barat,10
225618,2020-11-18,72.5,Kab. Padang Pariaman,Sumatera Barat,11
225619,2020-11-18,48.3,Kota Padang,Sumatera Barat,11
225643,2020-11-18,3.8,Kab. Padang Pariaman,Sumatera Barat,11
226734,2020-12-18,12.7,Kab. Padang Pariaman,Sumatera Barat,12
226735,2020-12-18,7.0,Kab. Agam,Sumatera Barat,12
226778,2020-12-18,7.1,Kab. Padang Pariaman,Sumatera Barat,12
226780,2020-12-18,7.1,Kota Padang,Sumatera Barat,12
227847,2020-01-19,1.7,Kab. Padang Pariaman,Sumatera Barat,01
227887,2020-01-19,8.9,Kota Padang,Sumatera Barat,01
227888,2020-01-19,5.0,Kab. Padang Pariaman,Sumatera Barat,01
228848,2020-02-19,26.5,Kab. Padang Pariaman,Sumatera Barat,02
229889,2020-03-19,37.9,Kab. Padang Pariaman,Sumatera Barat,03
229930,2020-03-19,92.2,Kota Padang,Sumatera Barat,03
229933,2020-03-19,27.9,Kab. Padang Pariaman,Sumatera Barat,03
230989,2020-04-19,5.1,Kab. Padang Pariaman,Sumatera Barat,04
231019,2020-04-19,39.0,Kab. Padang Pariaman,Sumatera Barat,04
233129,2020-06-19,36.3,Kab. Padang Pariaman,Sumatera Barat,06
233147,2020-06-19,8.4,Kab. Padang Pariaman,Sumatera Barat,06
233149,2020-06-19,9.2,Kota Padang,Sumatera Barat,06
234095,2020-07-19,3.1,Kab. Padang Pariaman,Sumatera Barat,07
234097,2020-07-19,3.5,Kota Padang,Sumatera Barat,07
234198,2020-07-19,6.3,Kab. Padang Pariaman,Sumatera Barat,07
235167,2020-08-19,0.0,Kota Padang,Sumatera Barat,08
237155,2020-10-19,0.0,Kota Padang,Sumatera Barat,10
238275,2020-11-19,6.0,Kab. Padang Pariaman,Sumatera Barat,11
238301,2020-11-19,18.0,Kota Padang,Sumatera Barat,11
238302,2020-11-19,4.4,Kab. Padang Pariaman,Sumatera Barat,11
239389,2020-12-19,1.0,Kab. Padang Pariaman,Sumatera Barat,12
239390,2020-12-19,2.0,Kab. Agam,Sumatera Barat,12
239440,2020-12-19,6.0,Kota Padang,Sumatera Barat,12
239441,2020-12-19,9.1,Kab. Padang Pariaman,Sumatera Barat,12
240408,2020-01-20,0.0,Kota Padang,Sumatera Barat,01
240493,2020-01-20,9.8,Kab. Padang Pariaman,Sumatera Barat,01
241486,2020-02-20,5.3,Kab. Padang Pariaman,Sumatera Barat,02
241487,2020-02-20,0.0,Kota Padang,Sumatera Barat,02
242546,2020-03-20,50.8,Kab. Padang Pariaman,Sumatera Barat,03
242547,2020-03-20,37.0,Kota Padang,Sumatera Barat,03
242568,2020-03-20,51.1,Kab. Padang Pariaman,Sumatera Barat,03
243608,2020-04-20,9.9,Kab. Padang Pariaman,Sumatera Barat,04
243642,2020-04-20,4.6,Kota Padang,Sumatera Barat,04
243644,2020-04-20,1.5,Kab. Padang Pariaman,Sumatera Barat,04
244686,2020-05-20,20.5,Kab. Padang Pariaman,Sumatera Barat,05
244729,2020-05-20,15.2,Kota Padang,Sumatera Barat,05
245689,2020-06-20,6.0,Kab. Padang Pariaman,Sumatera Barat,06
245690,2020-06-20,3.6,Kota Padang,Sumatera Barat,06
245775,2020-06-20,2.4,Kab. Padang Pariaman,Sumatera Barat,06
246715,2020-07-20,14.5,Kab. Padang Pariaman,Sumatera Barat,07
246743,2020-07-20,7.4,Kota Padang,Sumatera Barat,07
247754,2020-08-20,32.0,Kab. Agam,Sumatera Barat,08
249748,2020-10-20,0.0,Kab. Padang Pariaman,Sumatera Barat,10
250819,2020-11-20,36.9,Kab. Padang Pariaman,Sumatera Barat,11
250902,2020-11-20,71.5,Kab. Padang Pariaman,Sumatera Barat,11
250904,2020-11-20,30.5,Kota Padang,Sumatera Barat,11
251894,2020-12-20,1.1,Kota Padang,Sumatera Barat,12
251940,2020-12-20,0.5,Kab. Padang Pariaman,Sumatera Barat,12
251941,2020-12-20,4.0,Kab. Agam,Sumatera Barat,12
253004,2020-01-21,2.1,Kab. Padang Pariaman,Sumatera Barat,01
253006,2020-01-21,4.7,Kota Padang,Sumatera Barat,01
254022,2020-02-21,0.0,Kota Padang,Sumatera Barat,02
255083,2020-03-21,0.2,Kab. Padang Pariaman,Sumatera Barat,03
255091,2020-03-21,1.0,Kota Padang,Sumatera Barat,03
256180,2020-04-21,0.2,Kota Padang,Sumatera Barat,04
258225,2020-06-21,3.1,Kab. Padang Pariaman,Sumatera Barat,06
259157,2020-07-21,0.0,Kab. Padang Pariaman,Sumatera Barat,07
259158,2020-07-21,0.0,Kota Padang,Sumatera Barat,07
260198,2020-08-21,0.0,Kota Padang,Sumatera Barat,08
260200,2020-08-21,0.0,Kab. Padang Pariaman,Sumatera Barat,08
262212,2020-10-21,3.3,Kota Padang,Sumatera Barat,10
262213,2020-10-21,0.8,Kab. Padang Pariaman,Sumatera Barat,10
263203,2020-11-21,2.7,Kota Padang,Sumatera Barat,11
263204,2020-11-21,26.5,Kab. Padang Pariaman,Sumatera Barat,11
263220,2020-11-21,112.7,Kab. Padang Pariaman,Sumatera Barat,11
264281,2020-12-21,0.0,Kota Padang,Sumatera Barat,12
264300,2020-12-21,30.0,Kab. Agam,Sumatera Barat,12
265337,2020-01-22,0.0,Kab. Padang Pariaman,Sumatera Barat,01
266374,2020-02-22,0.0,Kab. Padang Pariaman,Sumatera Barat,02
266418,2020-02-22,0.0,Kab. Padang Pariaman,Sumatera Barat,02
267548,2020-03-22,0.0,Kab. Padang Pariaman,Sumatera Barat,03
267550,2020-03-22,4.0,Kota Padang,Sumatera Barat,03
268550,2020-04-22,0.0,Kota Padang,Sumatera Barat,04
268565,2020-04-22,3.3,Kab. Padang Pariaman,Sumatera Barat,04
269600,2020-05-22,0.0,Kota Padang,Sumatera Barat,05
269616,2020-05-22,0.0,Kab. Padang Pariaman,Sumatera Barat,05
270600,2020-06-22,40.6,Kota Padang,Sumatera Barat,06
270601,2020-06-22,60.5,Kab. Padang Pariaman,Sumatera Barat,06
270668,2020-06-22,30.0,Kab. Padang Pariaman,Sumatera Barat,06
271631,2020-07-22,41.1,Kab. Padang Pariaman,Sumatera Barat,07
271664,2020-07-22,8.6,Kota Padang,Sumatera Barat,07
271665,2020-07-22,18.3,Kab. Padang Pariaman,Sumatera Barat,07
272670,2020-08-22,92.3,Kab. Padang Pariaman,Sumatera Barat,08
272671,2020-08-22,11.0,Kab. Agam,Sumatera Barat,08
272722,2020-08-22,15.1,Kab. Padang Pariaman,Sumatera Barat,08
272723,2020-08-22,29.5,Kota Padang,Sumatera Barat,08
274660,2020-10-22,4.8,Kota Padang,Sumatera Barat,10
274662,2020-10-22,1.6,Kab. Padang Pariaman,Sumatera Barat,10
274683,2020-10-22,10.7,Kab. Padang Pariaman,Sumatera Barat,10
275757,2020-11-22,19.4,Kab. Padang Pariaman,Sumatera Barat,11
275790,2020-11-22,27.5,Kota Padang,Sumatera Barat,11
275791,2020-11-22,19.0,Kab. Padang Pariaman,Sumatera Barat,11
277893,2020-01-23,0.7,Kota Padang,Sumatera Barat,01
277895,2020-01-23,4.2,Kab. Padang Pariaman,Sumatera Barat,01
278959,2020-02-23,0.0,Kota Padang,Sumatera Barat,02
279993,2020-03-23,6.6,Kota Padang,Sumatera Barat,03
279995,2020-03-23,6.9,Kab. Padang Pariaman,Sumatera Barat,03
280011,2020-03-23,7.0,Kab. Padang Pariaman,Sumatera Barat,03
281053,2020-04-23,65.7,Kab. Padang Pariaman,Sumatera Barat,04
281079,2020-04-23,1.0,Kota Padang,Sumatera Barat,04
281081,2020-04-23,18.5,Kab. Padang Pariaman,Sumatera Barat,04
282136,2020-05-23,4.0,Kota Padang,Sumatera Barat,05
282137,2020-05-23,18.5,Kab. Padang Pariaman,Sumatera Barat,05
283129,2020-06-23,82.4,Kota Padang,Sumatera Barat,06
283209,2020-06-23,5.3,Kab. Padang Pariaman,Sumatera Barat,06
284166,2020-07-23,54.0,Kab. Padang Pariaman,Sumatera Barat,07
284185,2020-07-23,134.6,Kota Padang,Sumatera Barat,07
284186,2020-07-23,188.9,Kab. Padang Pariaman,Sumatera Barat,07
285189,2020-08-23,35.1,Kab. Padang Pariaman,Sumatera Barat,08
285190,2020-08-23,34.0,Kota Padang,Sumatera Barat,08
285201,2020-08-23,47.0,Kab. Agam,Sumatera Barat,08
285202,2020-08-23,15.1,Kab. Padang Pariaman,Sumatera Barat,08
287203,2020-10-23,8.0,Kab. Padang Pariaman,Sumatera Barat,10
287206,2020-10-23,5.0,Kota Padang,Sumatera Barat,10
288281,2020-11-23,22.7,Kab. Padang Pariaman,Sumatera Barat,11
288366,2020-11-23,1.2,Kab. Padang Pariaman,Sumatera Barat,11
288367,2020-11-23,33.2,Kota Padang,Sumatera Barat,11
289375,2020-12-23,2.2,Kab. Padang Pariaman,Sumatera Barat,12
290468,2020-01-24,0.8,Kota Padang,Sumatera Barat,01
291519,2020-02-24,0.0,Kab. Padang Pariaman,Sumatera Barat,02
291535,2020-02-24,0.0,Kota Padang,Sumatera Barat,02
292601,2020-03-24,0.0,Kota Padang,Sumatera Barat,03
293623,2020-04-24,1.8,Kab. Padang Pariaman,Sumatera Barat,04
293699,2020-04-24,4.0,Kota Padang,Sumatera Barat,04
293701,2020-04-24,0.8,Kab. Padang Pariaman,Sumatera Barat,04
295708,2020-06-24,0.5,Kota Padang,Sumatera Barat,06
295749,2020-06-24,0.9,Kab. Padang Pariaman,Sumatera Barat,06
296709,2020-07-24,32.0,Kab. Padang Pariaman,Sumatera Barat,07
296719,2020-07-24,5.6,Kota Padang,Sumatera Barat,07
296721,2020-07-24,2.3,Kab. Padang Pariaman,Sumatera Barat,07
297752,2020-08-24,1.0,Kab. Agam,Sumatera Barat,08
297766,2020-08-24,0.7,Kota Padang,Sumatera Barat,08
299762,2020-10-24,4.5,Kab. Padang Pariaman,Sumatera Barat,10
299816,2020-10-24,1.0,Kota Padang,Sumatera Barat,10
300837,2020-11-24,35.9,Kab. Padang Pariaman,Sumatera Barat,11
300838,2020-11-24,94.9,Kota Padang,Sumatera Barat,11
300854,2020-11-24,30.7,Kab. Padang Pariaman,Sumatera Barat,11
301902,2020-12-24,66.9,Kota Padang,Sumatera Barat,12
301918,2020-12-24,30.9,Kab. Padang Pariaman,Sumatera Barat,12
301919,2020-12-24,21.0,Kab. Agam,Sumatera Barat,12
302953,2020-01-25,2.0,Kab. Padang Pariaman,Sumatera Barat,01
302955,2020-01-25,0.5,Kota Padang,Sumatera Barat,01
304064,2020-02-25,0.0,Kota Padang,Sumatera Barat,02
304066,2020-02-25,0.0,Kab. Padang Pariaman,Sumatera Barat,02
305093,2020-03-25,46.9,Kab. Padang Pariaman,Sumatera Barat,03
305154,2020-03-25,8.9,Kab. Padang Pariaman,Sumatera Barat,03
306131,2020-04-25,23.0,Kota Padang,Sumatera Barat,04
306139,2020-04-25,71.2,Kab. Padang Pariaman,Sumatera Barat,04
307168,2020-05-25,0.0,Kota Padang,Sumatera Barat,05
308174,2020-06-25,0.0,Kota Padang,Sumatera Barat,06
310231,2020-08-25,0.5,Kab. Padang Pariaman,Sumatera Barat,08
310232,2020-08-25,1.0,Kab. Agam,Sumatera Barat,08
310283,2020-08-25,4.0,Kota Padang,Sumatera Barat,08
310284,2020-08-25,0.0,Kab. Padang Pariaman,Sumatera Barat,08
312228,2020-10-25,7.9,Kota Padang,Sumatera Barat,10
312229,2020-10-25,3.9,Kab. Padang Pariaman,Sumatera Barat,10
312249,2020-10-25,10.0,Kab. Padang Pariaman,Sumatera Barat,10
313343,2020-11-25,48.8,Kab. Padang Pariaman,Sumatera Barat,11
313374,2020-11-25,114.5,Kota Padang,Sumatera Barat,11
313376,2020-11-25,62.6,Kab. Padang Pariaman,Sumatera Barat,11
314433,2020-12-25,1.0,Kab. Agam,Sumatera Barat,12
314434,2020-12-25,6.9,Kab. Padang Pariaman,Sumatera Barat,12
314467,2020-12-25,15.8,Kab. Padang Pariaman,Sumatera Barat,12
314468,2020-12-25,21.2,Kota Padang,Sumatera Barat,12
315453,2020-01-26,3.6,Kab. Padang Pariaman,Sumatera Barat,01
315454,2020-01-26,0.0,Kota Padang,Sumatera Barat,01
315527,2020-01-26,28.3,Kab. Padang Pariaman,Sumatera Barat,01
316527,2020-02-26,0.0,Kota Padang,Sumatera Barat,02
317572,2020-03-26,5.0,Kab. Padang Pariaman,Sumatera Barat,03
318633,2020-04-26,5.8,Kab. Padang Pariaman,Sumatera Barat,04
319735,2020-05-26,0.2,Kota Padang,Sumatera Barat,05
320681,2020-06-26,0.0,Kota Padang,Sumatera Barat,06
321691,2020-07-26,5.7,Kab. Padang Pariaman,Sumatera Barat,07
321718,2020-07-26,18.0,Kab. Padang Pariaman,Sumatera Barat,07
321719,2020-07-26,28.0,Kota Padang,Sumatera Barat,07
322750,2020-08-26,3.1,Kab. Padang Pariaman,Sumatera Barat,08
324767,2020-10-26,3.1,Kab. Padang Pariaman,Sumatera Barat,10
324791,2020-10-26,0.2,Kota Padang,Sumatera Barat,10
324793,2020-10-26,1.5,Kab. Padang Pariaman,Sumatera Barat,10
325837,2020-11-26,55.1,Kab. Padang Pariaman,Sumatera Barat,11
325915,2020-11-26,144.0,Kab. Padang Pariaman,Sumatera Barat,11
326903,2020-12-26,0.0,Kota Padang,Sumatera Barat,12
328000,2020-01-27,19.4,Kab. Padang Pariaman,Sumatera Barat,01
328001,2020-01-27,1.5,Kota Padang,Sumatera Barat,01
328045,2020-01-27,13.0,Kab. Padang Pariaman,Sumatera Barat,01
329040,2020-02-27,0.0,Kota Padang,Sumatera Barat,02
330120,2020-03-27,10.5,Kab. Padang Pariaman,Sumatera Barat,03
330127,2020-03-27,11.5,Kota Padang,Sumatera Barat,03
330129,2020-03-27,4.6,Kab. Padang Pariaman,Sumatera Barat,03
331198,2020-04-27,37.0,Kab. Padang Pariaman,Sumatera Barat,04
331267,2020-04-27,10.3,Kab. Padang Pariaman,Sumatera Barat,04
331269,2020-04-27,12.9,Kota Padang,Sumatera Barat,04
332233,2020-05-27,2.5,Kab. Padang Pariaman,Sumatera Barat,05
332280,2020-05-27,2.6,Kab. Padang Pariaman,Sumatera Barat,05
334251,2020-07-27,24.0,Kab. Padang Pariaman,Sumatera Barat,07
334266,2020-07-27,1.0,Kab. Padang Pariaman,Sumatera Barat,07
334267,2020-07-27,0.5,Kota Padang,Sumatera Barat,07
335324,2020-08-27,1.0,Kab. Agam,Sumatera Barat,08
335340,2020-08-27,13.6,Kota Padang,Sumatera Barat,08
335342,2020-08-27,4.5,Kab. Padang Pariaman,Sumatera Barat,08
337337,2020-10-27,4.0,Kab. Padang Pariaman,Sumatera Barat,10
337381,2020-10-27,3.4,Kab. Padang Pariaman,Sumatera Barat,10
337384,2020-10-27,4.3,Kota Padang,Sumatera Barat,10
338386,2020-11-27,13.1,Kota Padang,Sumatera Barat,11
338388,2020-11-27,14.8,Kab. Padang Pariaman,Sumatera Barat,11
338403,2020-11-27,19.7,Kab. Padang Pariaman,Sumatera Barat,11
339493,2020-12-27,0.3,Kab. Padang Pariaman,Sumatera Barat,12
339510,2020-12-27,2.0,Kab. Agam,Sumatera Barat,12
339511,2020-12-27,3.8,Kab. Padang Pariaman,Sumatera Barat,12
340522,2020-01-28,0.0,Kota Padang,Sumatera Barat,01
340524,2020-01-28,0.0,Kab. Padang Pariaman,Sumatera Barat,01
341601,2020-02-28,0.0,Kota Padang,Sumatera Barat,02
341602,2020-02-28,0.0,Kab. Padang Pariaman,Sumatera Barat,02
342657,2020-03-28,42.3,Kab. Padang Pariaman,Sumatera Barat,03
342721,2020-03-28,1.3,Kota Padang,Sumatera Barat,03
343653,2020-04-28,3.2,Kab. Padang Pariaman,Sumatera Barat,04
343654,2020-04-28,5.4,Kota Padang,Sumatera Barat,04
343674,2020-04-28,2.0,Kab. Padang Pariaman,Sumatera Barat,04
344724,2020-05-28,0.0,Kab. Padang Pariaman,Sumatera Barat,05
346746,2020-07-28,10.9,Kab. Padang Pariaman,Sumatera Barat,07
346787,2020-07-28,14.4,Kab. Padang Pariaman,Sumatera Barat,07
347833,2020-08-28,0.0,Kota Padang,Sumatera Barat,08
349876,2020-10-28,0.0,Kota Padang,Sumatera Barat,10
350952,2020-11-28,4.1,Kab. Padang Pariaman,Sumatera Barat,11
350953,2020-11-28,0.0,Kota Padang,Sumatera Barat,11
351017,2020-11-28,0.8,Kab. Padang Pariaman,Sumatera Barat,11
352044,2020-12-28,0.5,Kota Padang,Sumatera Barat,12
353090,2020-01-29,105.0,Kab. Padang Pariaman,Sumatera Barat,01
353146,2020-01-29,149.0,Kab. Padang Pariaman,Sumatera Barat,01
353148,2020-01-29,145.6,Kota Padang,Sumatera Barat,01
354437,2020-03-29,11.4,Kab. Padang Pariaman,Sumatera Barat,03
354477,2020-03-29,1.7,Kab. Padang Pariaman,Sumatera Barat,03
355513,2020-04-29,40.0,Kab. Padang Pariaman,Sumatera Barat,04
356533,2020-05-29,0.0,Kota Padang,Sumatera Barat,05
357580,2020-06-29,0.0,Kota Padang,Sumatera Barat,06
358609,2020-07-29,36.8,Kab. Padang Pariaman,Sumatera Barat,07
358611,2020-07-29,3.6,Kota Padang,Sumatera Barat,07
358665,2020-07-29,48.5,Kab. Padang Pariaman,Sumatera Barat,07
359592,2020-08-29,0.0,Kab. Agam,Sumatera Barat,08
359643,2020-08-29,0.0,Kab. Padang Pariaman,Sumatera Barat,08
360729,2020-09-29,7.4,Kab. Padang Pariaman,Sumatera Barat,09
360730,2020-09-29,3.7,Kota Padang,Sumatera Barat,09
361747,2020-10-29,0.0,Kota Padang,Sumatera Barat,10
362840,2020-11-29,19.9,Kab. Padang Pariaman,Sumatera Barat,11
362841,2020-11-29,14.3,Kota Padang,Sumatera Barat,11
362859,2020-11-29,38.9,Kab. Padang Pariaman,Sumatera Barat,11
363899,2020-12-29,1.0,Kab. Padang Pariaman,Sumatera Barat,12
363900,2020-12-29,3.6,Kota Padang,Sumatera Barat,12
363967,2020-12-29,22.0,Kab. Agam,Sumatera Barat,12
364944,2020-01-30,0.0,Kab. Padang Pariaman,Sumatera Barat,01
366016,2020-03-30,58.8,Kab. Padang Pariaman,Sumatera Barat,03
366066,2020-03-30,2.3,Kota Padang,Sumatera Barat,03
366068,2020-03-30,54.5,Kab. Padang Pariaman,Sumatera Barat,03
367020,2020-04-30,7.4,Kota Padang,Sumatera Barat,04
367021,2020-04-30,6.0,Kab. Padang Pariaman,Sumatera Barat,04
367044,2020-04-30,19.5,Kab. Padang Pariaman,Sumatera Barat,04
368136,2020-05-30,0.0,Kab. Padang Pariaman,Sumatera Barat,05
369126,2020-06-30,1.1,Kota Padang,Sumatera Barat,06
369198,2020-06-30,0.7,Kab. Padang Pariaman,Sumatera Barat,06
370174,2020-07-30,0.8,Kota Padang,Sumatera Barat,07
370176,2020-07-30,3.4,Kab. Padang Pariaman,Sumatera Barat,07
371197,2020-08-30,2.0,Kab. Agam,Sumatera Barat,08
371198,2020-08-30,23.7,Kab. Padang Pariaman,Sumatera Barat,08
371245,2020-08-30,0.0,Kota Padang,Sumatera Barat,08
373316,2020-10-30,0.0,Kota Padang,Sumatera Barat,10
373327,2020-10-30,9.4,Kab. Padang Pariaman,Sumatera Barat,10
374438,2020-11-30,0.3,Kab. Padang Pariaman,Sumatera Barat,11
375406,2020-12-30,8.2,Kab. Padang Pariaman,Sumatera Barat,12
375407,2020-12-30,13.0,Kab. Agam,Sumatera Barat,12
375446,2020-12-30,1.0,Kab. Padang Pariaman,Sumatera Barat,12
376544,2020-01-31,0.0,Kota Padang,Sumatera Barat,01
377511,2020-03-31,2.0,Kota Padang,Sumatera Barat,03
377514,2020-03-31,0.0,Kab. Padang Pariaman,Sumatera Barat,03
377524,2020-03-31,10.6,Kab. Padang Pariaman,Sumatera Barat,03
378614,2020-05-31,1.0,Kota Padang,Sumatera Barat,05
378632,2020-05-31,41.7,Kab. Padang Pariaman,Sumatera Barat,05
379612,2020-07-31,0.0,Kota Padang,Sumatera Barat,07
379614,2020-07-31,0.0,Kab. Padang Pariaman,Sumatera Barat,07
380590,2020-08-31,8.3,Kab. Padang Pariaman,Sumatera Barat,08
380632,2020-08-31,31.2,Kab. Padang Pariaman,Sumatera Barat,08
380635,2020-08-31,2.1,Kota Padang,Sumatera Barat,08
381678,2020-10-31,4.9,Kab. Padang Pariaman,Sumatera Barat,10
382709,2020-12-31,2.6,Kab. Padang Pariaman,Sumatera Barat,12
382710,2020-12-31,1.0,Kota Padang,Sumatera Barat,12
382803,2020-12-31,45.2,Kab. Padang Pariaman,Sumatera Barat,12
382804,2020-12-31,11.0,Kab. Agam,Sumatera Barat,12
